"COU","Ultimate Parent Jurisdiction","JUR","Partner Jurisdiction","PAN","Grouping","CBC","Variable","YEA","Year","Value","Flag Codes","Flags"
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",14,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",13,,
"BEL","Belgium","BEL","Belgium","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",43,,
"BEL","Belgium","CAN","Canada","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",16,,
"BEL","Belgium","DNK","Denmark","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",11,,
"BEL","Belgium","FRA","France","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",32,,
"BEL","Belgium","DEU","Germany","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",28,,
"BEL","Belgium","HUN","Hungary","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",9,,
"BEL","Belgium","IRL","Ireland","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",7,,
"BEL","Belgium","JPN","Japan","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",10,,
"BEL","Belgium","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",27,,
"BEL","Belgium","MEX","Mexico","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",13,,
"BEL","Belgium","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",29,,
"BEL","Belgium","NOR","Norway","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",10,,
"BEL","Belgium","POL","Poland","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",18,,
"BEL","Belgium","PRT","Portugal","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",12,,
"BEL","Belgium","ESP","Spain","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",21,,
"BEL","Belgium","SWE","Sweden","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",13,,
"BEL","Belgium","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",21,,
"BEL","Belgium","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",30,,
"BEL","Belgium","USA","United States","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",26,,
"BEL","Belgium","ARG","Argentina","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",5,,
"BEL","Belgium","BRA","Brazil","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",9,,
"BEL","Belgium","CHL","Chile","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",10,,
"BEL","Belgium","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",15,,
"BEL","Belgium","COL","Colombia","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",7,,
"BEL","Belgium","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",15,,
"BEL","Belgium","IND","India","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",11,,
"BEL","Belgium","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",8,,
"BEL","Belgium","ROU","Romania","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",13,,
"BEL","Belgium","RUS","Russia","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",10,,
"BEL","Belgium","SGP","Singapore","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",12,,
"BEL","Belgium","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",14,,
"BEL","Belgium","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",12,,
"BEL","Belgium","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",23,,
"BEL","Belgium","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",36,,
"BEL","Belgium","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",52,,
"NLD","Netherlands","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",108,,
"NLD","Netherlands","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",150,,
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",14,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",13,,
"BEL","Belgium","BEL","Belgium","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",43,,
"BEL","Belgium","CAN","Canada","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",16,,
"BEL","Belgium","DNK","Denmark","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",11,,
"BEL","Belgium","FRA","France","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",32,,
"BEL","Belgium","DEU","Germany","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",28,,
"BEL","Belgium","HUN","Hungary","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",9,,
"BEL","Belgium","IRL","Ireland","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",7,,
"BEL","Belgium","JPN","Japan","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",10,,
"BEL","Belgium","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",27,,
"BEL","Belgium","MEX","Mexico","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",13,,
"BEL","Belgium","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",29,,
"BEL","Belgium","NOR","Norway","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",10,,
"BEL","Belgium","POL","Poland","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",18,,
"BEL","Belgium","PRT","Portugal","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",12,,
"BEL","Belgium","ESP","Spain","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",21,,
"BEL","Belgium","SWE","Sweden","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",13,,
"BEL","Belgium","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",21,,
"BEL","Belgium","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",30,,
"BEL","Belgium","USA","United States","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",26,,
"BEL","Belgium","ARG","Argentina","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",5,,
"BEL","Belgium","BRA","Brazil","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",9,,
"BEL","Belgium","CHL","Chile","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",10,,
"BEL","Belgium","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",15,,
"BEL","Belgium","COL","Colombia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",7,,
"BEL","Belgium","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",15,,
"BEL","Belgium","IND","India","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",11,,
"BEL","Belgium","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",8,,
"BEL","Belgium","ROU","Romania","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",13,,
"BEL","Belgium","RUS","Russia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",10,,
"BEL","Belgium","SGP","Singapore","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",12,,
"BEL","Belgium","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",53,,
"BEL","Belgium","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",71,,
"BEL","Belgium","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",91,,
"BEL","Belgium","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",122,,
"BEL","Belgium","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",812,,
"NLD","Netherlands","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",108,,
"NLD","Netherlands","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",2305,,
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",45,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",18,,
"BEL","Belgium","BEL","Belgium","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",985,,
"BEL","Belgium","CAN","Canada","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",74,,
"BEL","Belgium","DNK","Denmark","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",28,,
"BEL","Belgium","FRA","France","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",307,,
"BEL","Belgium","DEU","Germany","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",187,,
"BEL","Belgium","HUN","Hungary","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",22,,
"BEL","Belgium","IRL","Ireland","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",44,,
"BEL","Belgium","JPN","Japan","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",19,,
"BEL","Belgium","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",163,,
"BEL","Belgium","MEX","Mexico","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",151,,
"BEL","Belgium","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",183,,
"BEL","Belgium","NOR","Norway","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",22,,
"BEL","Belgium","POL","Poland","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",44,,
"BEL","Belgium","PRT","Portugal","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",22,,
"BEL","Belgium","ESP","Spain","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",64,,
"BEL","Belgium","SWE","Sweden","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",19,,
"BEL","Belgium","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",66,,
"BEL","Belgium","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",266,,
"BEL","Belgium","USA","United States","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",302,,
"BEL","Belgium","ARG","Argentina","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",19,,
"BEL","Belgium","BRA","Brazil","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",42,,
"BEL","Belgium","CHL","Chile","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",32,,
"BEL","Belgium","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",148,,
"BEL","Belgium","COL","Colombia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",34,,
"BEL","Belgium","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",39,,
"BEL","Belgium","IND","India","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",22,,
"BEL","Belgium","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",12,,
"BEL","Belgium","ROU","Romania","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",30,,
"BEL","Belgium","RUS","Russia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",23,,
"BEL","Belgium","SGP","Singapore","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",19,,
"BEL","Belgium","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",152,,
"BEL","Belgium","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",153,,
"BEL","Belgium","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",166,,
"BEL","Belgium","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",248,,
"BEL","Belgium","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",3185,,
"NLD","Netherlands","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",5429,,
"NLD","Netherlands","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",16933,,
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",541242135.833,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",324236241.667,,
"BEL","Belgium","BEL","Belgium","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",88410038253.333,,
"BEL","Belgium","CAN","Canada","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",3969182770,,
"BEL","Belgium","DNK","Denmark","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",279086621.667,,
"BEL","Belgium","FRA","France","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",7767615874.167,,
"BEL","Belgium","DEU","Germany","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",13718734169.167,,
"BEL","Belgium","HUN","Hungary","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",940174440,,
"BEL","Belgium","IRL","Ireland","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",696056641.667,,
"BEL","Belgium","JPN","Japan","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",1235970847.5,,
"BEL","Belgium","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",2951103103.333,,
"BEL","Belgium","MEX","Mexico","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",7766841248.333,,
"BEL","Belgium","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",5175717835.833,,
"BEL","Belgium","NOR","Norway","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",188787381.667,,
"BEL","Belgium","POL","Poland","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",732906699.167,,
"BEL","Belgium","PRT","Portugal","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",2228155879.167,,
"BEL","Belgium","ESP","Spain","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",1515168130,,
"BEL","Belgium","SWE","Sweden","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",127370619.167,,
"BEL","Belgium","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",7411951955.833,,
"BEL","Belgium","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",6504090479.167,,
"BEL","Belgium","USA","United States","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",58531834575,,
"BEL","Belgium","ARG","Argentina","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",0,,
"BEL","Belgium","BRA","Brazil","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",0,,
"BEL","Belgium","CHL","Chile","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",781818787.5,,
"BEL","Belgium","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",7958948455,,
"BEL","Belgium","COL","Colombia","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",733017360,,
"BEL","Belgium","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",310182315.833,,
"BEL","Belgium","IND","India","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",738439740.833,,
"BEL","Belgium","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",102914575,,
"BEL","Belgium","ROU","Romania","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",697937875.833,,
"BEL","Belgium","RUS","Russia","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",479493390.833,,
"BEL","Belgium","SGP","Singapore","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",408006492.5,,
"BEL","Belgium","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",2554494676.667,,
"BEL","Belgium","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",3849779730.833,,
"BEL","Belgium","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",5536361491.667,,
"BEL","Belgium","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",10110195055,,
"BEL","Belgium","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",167455624807.5,,
"NLD","Netherlands","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",212446821697.26,,
"NLD","Netherlands","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",921389942169.27,,
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",446848445,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",69495003.333,,
"BEL","Belgium","BEL","Belgium","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",26825845912.5,,
"BEL","Belgium","CAN","Canada","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",650021735,,
"BEL","Belgium","DNK","Denmark","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",32091641.667,,
"BEL","Belgium","FRA","France","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",1747002575.833,,
"BEL","Belgium","DEU","Germany","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",6287969871.667,,
"BEL","Belgium","HUN","Hungary","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",55441077.5,,
"BEL","Belgium","IRL","Ireland","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",453598755.833,,
"BEL","Belgium","JPN","Japan","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",189893990,,
"BEL","Belgium","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",2091711071.667,,
"BEL","Belgium","MEX","Mexico","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",5845215877.5,,
"BEL","Belgium","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",49725777440.833,,
"BEL","Belgium","NOR","Norway","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",61416762.5,,
"BEL","Belgium","POL","Poland","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",155035827.5,,
"BEL","Belgium","PRT","Portugal","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",78901174.167,,
"BEL","Belgium","ESP","Spain","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",858728066.667,,
"BEL","Belgium","SWE","Sweden","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",38509970,,
"BEL","Belgium","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",1372968959.167,,
"BEL","Belgium","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",54589210405,,
"BEL","Belgium","USA","United States","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",14112244092.5,,
"BEL","Belgium","ARG","Argentina","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",0,,
"BEL","Belgium","BRA","Brazil","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",0,,
"BEL","Belgium","CHL","Chile","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",111656780.833,,
"BEL","Belgium","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",4446905587.5,,
"BEL","Belgium","COL","Colombia","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",306198525.833,,
"BEL","Belgium","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",134010269.167,,
"BEL","Belgium","IND","India","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",142309831.667,,
"BEL","Belgium","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",9738153.333,,
"BEL","Belgium","ROU","Romania","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",40944508.333,,
"BEL","Belgium","RUS","Russia","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",58096937.5,,
"BEL","Belgium","SGP","Singapore","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",73700115,,
"BEL","Belgium","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",407453188.333,,
"BEL","Belgium","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",1056368315,,
"BEL","Belgium","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",589379598.333,,
"BEL","Belgium","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",2503148050,,
"BEL","Belgium","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",154365112189.17,,
"NLD","Netherlands","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",211256390530.39,,
"NLD","Netherlands","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",455820602938.39,,
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",988201241.667,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",393731245,,
"BEL","Belgium","BEL","Belgium","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",115235884165.83,,
"BEL","Belgium","CAN","Canada","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",4619204505,,
"BEL","Belgium","DNK","Denmark","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",311178263.333,,
"BEL","Belgium","FRA","France","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",9514729110.833,,
"BEL","Belgium","DEU","Germany","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",20006704040.833,,
