"COU","Ultimate Parent Jurisdiction","JUR","Partner Jurisdiction","PAN","Grouping","CBC","Variable","YEA","Year","Value","Flag Codes","Flags"
"ZAF","South Africa","CMR","Cameroon","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",20086.467,,
"DNK","Denmark","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",0,,
"LUX","Luxembourg","AUS","Australia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",27,,
"ZAF","South Africa","BEL","Belgium","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",161053052.867,,
"BMU","Bermuda","CYM","Cayman Islands","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",80652140.76,,
"DNK","Denmark","CHL","Chile","PANELAI","Sub-Groups with positive profits","ACT_SER","Provision of Services to Unrelated Parties","2016","2016",18,,
"USA","United States","STA","Stateless","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",855278073,,
"LUX","Luxembourg","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",7,,
"DNK","Denmark","DOM","Dominican Republic","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",-151440,,
"MEX","Mexico","CRI","Costa Rica","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",7707,,
"BMU","Bermuda","GRPS","Other Groups","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",17836939081.18,,
"AUS","Australia","ITA","Italy","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",9,,
"LUX","Luxembourg","UKR","Ukraine","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",4,,
"IND","India","GHA","Ghana","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",0,,
"DNK","Denmark","POL","Poland","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",25,,
"ITA","Italy","ALB","Albania","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",7114840.898,,
"DNK","Denmark","NOR","Norway","PANELAI","Sub-Groups with positive profits","ACT_SER","Provision of Services to Unrelated Parties","2016","2016",14,,
"DNK","Denmark","SVK","Slovak Republic","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",4545496.923,,
"SWE","Sweden","SWE","Sweden","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",312978,,
"ZAF","South Africa","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",1516879900.733,,
"CHN","China (People's Republic of)","AUS","Australia","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1232575627.652,,
"AUS","Australia","GGY","Guernsey","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",38418,,
"IND","India","CRI","Costa Rica","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",0,,
"ITA","Italy","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",41,,
"DNK","Denmark","PNG","Papua New Guinea","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",0,,
"IDN","Indonesia","AUS","Australia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",1,,
"DNK","Denmark","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",7698045.606,,
"AUS","Australia","PRT","Portugal","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",26889596.49,,
"ZAF","South Africa","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",745,,
"LUX","Luxembourg","BEL","Belgium","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",68275023.725,,
"LUX","Luxembourg","IND","India","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",747938995.217,,
"MEX","Mexico","AUT","Austria","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",0,,
"ITA","Italy","IRL","Ireland","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1500125620.227,,
"IND","India","BGR","Bulgaria","PANELAI","Sub-Groups with positive profits","ACT_IGF","Internal Group Finance","2016","2016",0,,
"FRA","France","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",53787591840.364,,
"BMU","Bermuda","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",1,,
"ITA","Italy","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",10,,
"LUX","Luxembourg","IND","India","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",2,,
"LUX","Luxembourg","IND","India","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",80198201.817,,
"SGP","Singapore","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",2184037449,,
"KOR","Korea","KOR","Korea","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",716722984026,,
"LUX","Luxembourg","RUS","Russia","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",16,,
"AUT","Austria","ASIAT","Asia","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",7348008440.221,,
"USA","United States","TZA","Tanzania","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",52324722,,
"ITA","Italy","JOR","Jordan","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",10566112.155,,
"LUX","Luxembourg","SRB","Serbia","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",-14688712.143,,
"LUX","Luxembourg","NZL","New Zealand","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",279627705.037,,
"BMU","Bermuda","AUS","Australia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",12528113,,
"SWE","Sweden","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",382645273.15,,
"AUT","Austria","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",62,,
"USA","United States","COL","Colombia","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",4220838692,,
"IND","India","SYC","Seychelles","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",5244693.759,,
"CHL","Chile","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",3,,
"IND","India","FJI","Fiji","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",0,,
"CHN","China (People's Republic of)","TWN","Chinese Taipei","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",1,,
"IND","India","JEY","Jersey","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",0,,
"DNK","Denmark","URY","Uruguay","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",0,,
"AUS","Australia","IDN","Indonesia","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",1921645904.71,,
"DNK","Denmark","SVK","Slovak Republic","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",417523079.445,,
"ITA","Italy","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",26,,
"ZAF","South Africa","SWZ","Eswatini","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",168148485.533,,
"BMU","Bermuda","MLT","Malta","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",4982946,,
"IDN","Indonesia","SGP","Singapore","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",686728727.378,,
"AUS","Australia","ESP","Spain","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",-40147606.43,,
"IDN","Indonesia","IDN","Indonesia","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",115900706722.58,,
"AUS","Australia","IRL","Ireland","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",137990358.03,,
"DNK","Denmark","UKR","Ukraine","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",10,,
"CHN","China (People's Republic of)","JPN","Japan","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",22,,
"IDN","Indonesia","AUT","Austria","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",0,,
"CHN","China (People's Republic of)","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",2,,
"IND","India","GUM","Guam","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",0,,
"ITA","Italy","MEX","Mexico","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",3381,,
"IND","India","RWA","Rwanda","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",2,,
"LUX","Luxembourg","VNM","Viet Nam","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",103610840.325,,
"IRL","Ireland","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",799,,
"CHL","Chile","BEL","Belgium","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",1,,
"LUX","Luxembourg","SAU","Saudi Arabia","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",0,,
"LUX","Luxembourg","GRC","Greece","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",9841303.778,,
"IND","India","NZL","New Zealand","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",3925813.661,,
"BMU","Bermuda","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",2288473807,,
"ITA","Italy","BEL","Belgium","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",62860714.079,,
"SGP","Singapore","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",98,,
"BMU","Bermuda","JEY","Jersey","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",5,,
"ZAF","South Africa","DEU","Germany","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",8737,,
"CHN","China (People's Republic of)","PAN","Panama","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",159,,
"ITA","Italy","RUS","Russia","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",19,,
"MEX","Mexico","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",4,,
"USA","United States","KOR","Korea","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",899677644,,
"ZAF","South Africa","CHL","Chile","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",3333,,
"IND","India","SLB","Solomon Islands","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",1,,
"CHN","China (People's Republic of)","FIN","Finland","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",0,,
"BMU","Bermuda","PHL","Philippines","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",33848471.92,,
"BMU","Bermuda","BRA","Brazil","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",5454314989,,
"IND","India","USA","United States","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",2369502081.207,,
"MEX","Mexico","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",7,,
"SWE","Sweden","ASIAT","Asia","PANELAI","Sub-Groups with positive profits","ACT_SER","Provision of Services to Unrelated Parties","2016","2016",231,,
"ITA","Italy","VNM","Viet Nam","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",166990456.709,,
"IND","India","AUS","Australia","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",248978645.692,,
"LUX","Luxembourg","SRB","Serbia","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",0,,
"MEX","Mexico","SVN","Slovenia","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",71810571.799,,
"AUS","Australia","KOR","Korea","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",72379801.59,,
"ZAF","South Africa","SWZ","Eswatini","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",4,,
"SGP","Singapore","TWN","Chinese Taipei","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",10,,
"ZAF","South Africa","NZL","New Zealand","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",706040783,,
"IND","India","AUS","Australia","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",1,,
"ZAF","South Africa","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",72223794.267,,
"AUT","Austria","ASIAT","Asia","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",35,,
"ZAF","South Africa","FRA","France","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",2,,
"LUX","Luxembourg","LVA","Latvia","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",4616260.54,,
"MEX","Mexico","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ACT_IGF","Internal Group Finance","2016","2016",0,,
"CHN","China (People's Republic of)","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",857825384.322,,
"ZAF","South Africa","GAB","Gabon","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",3,,
"ITA","Italy","THA","Thailand","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",8,,
"ITA","Italy","IRL","Ireland","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",5837125807.843,,
"CAN","Canada","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",790683000,,
"AUS","Australia","IRL","Ireland","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",8,,
"CHL","Chile","SGP","Singapore","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",3,,
"LUX","Luxembourg","SGP","Singapore","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",30933017435.909,,
"LUX","Luxembourg","GRC","Greece","PANELAI","Sub-Groups with positive profits","ACT_IGF","Internal Group Finance","2016","2016",0,,
"CHN","China (People's Republic of)","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",21051914.628,,
"DNK","Denmark","PNG","Papua New Guinea","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",148550.483,,
"ITA","Italy","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",15,,
"CHL","Chile","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ACT_SER","Provision of Services to Unrelated Parties","2016","2016",1,,
"AUS","Australia","GGY","Guernsey","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",3,,
"ZAF","South Africa","IRQ","Iraq","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",0,,
"SGP","Singapore","PHL","Philippines","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",597212162,,
"IND","India","MOZ","Mozambique","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",2,,
"FRA","France","STA","Stateless","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",19254329.888,,
"LUX","Luxembourg","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",825221514.929,,
"MEX","Mexico","BEL","Belgium","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",314063826.383,,
"IND","India","BTN","Bhutan","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",2778214.985,,
"ITA","Italy","GRC","Greece","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",764860062.376,,
"FRA","France","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",10699538960.788,,
"ZAF","South Africa","AUT","Austria","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",3976,,
"MEX","Mexico","EST","Estonia","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",0,,
"ZAF","South Africa","AUS","Australia","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",7660922134.067,,
"LUX","Luxembourg","ESP","Spain","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",34070,,
"IND","India","GAB","Gabon","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",14527460.847,,
"BMU","Bermuda","FRA","France","PANELAI","Sub-Groups with positive profits","ACT_IGF","Internal Group Finance","2016","2016",2,,
"USA","United States","DEU","Germany","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",3163668069,,
"LUX","Luxembourg","EGY","Egypt","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",0,,
"MEX","Mexico","USA","United States","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",2,,
"IND","India","KAZ","Kazakhstan","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",0,,
"LUX","Luxembourg","DOM","Dominican Republic","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",47329997.246,,
"LUX","Luxembourg","DOM","Dominican Republic","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",0,,
"AUS","Australia","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",56,,
"LUX","Luxembourg","SVK","Slovak Republic","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",11,,
"LUX","Luxembourg","URY","Uruguay","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",0,,
"DNK","Denmark","KEN","Kenya","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",3,,
"FRA","France","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",2410,,
"CHL","Chile","MEX","Mexico","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",30486385.674,,
"DNK","Denmark","NOR","Norway","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",1,,
"LUX","Luxembourg","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",50,,
"CHN","China (People's Republic of)","PHL","Philippines","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",6528409.833,,
"CHN","China (People's Republic of)","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",22361242.783,,
"DNK","Denmark","OMN","Oman","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",93725295.861,,
"IDN","Indonesia","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",0,,
"ZAF","South Africa","AUS","Australia","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",7,,
"DNK","Denmark","TUN","Tunisia","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",-603395.797,,
"IND","India","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",3,,
"LUX","Luxembourg","ISR","Israel","PANELAI","Sub-Groups with positive profits","ACT_PUR","Purchasing or Procurement","2016","2016",0,,
"IND","India","LBY","Libya","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",758940.598,,
"IND","India","MMR","Myanmar","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",124,,
"IND","India","ROU","Romania","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",70051774.692,,
"IND","India","COG","Congo","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",0,,
"ZAF","South Africa","NAM","Namibia","PANELAI","Sub-Groups with positive profits","ACT_ADMIN","Administrative, Management or Support Services","2016","2016",11,,
"ITA","Italy","NIC","Nicaragua","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",223359.695,,
"CHN","China (People's Republic of)","POL","Poland","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",2,,
"ITA","Italy","ALB","Albania","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",6,,
"ZAF","South Africa","BEN","Benin","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",403,,
"LUX","Luxembourg","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",1,,
"MEX","Mexico","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",62,,
"DNK","Denmark","NOR","Norway","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",8,,
"MEX","Mexico","NOR","Norway","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",7391500.259,,
"USA","United States","EGY","Egypt","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1208022118,,
"LUX","Luxembourg","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",16,,
"LUX","Luxembourg","VEN","Venezuela","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",0,,
"ITA","Italy","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",17,,
"DNK","Denmark","SVN","Slovenia","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",0,,
"ITA","Italy","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","ACT_PUR","Purchasing or Procurement","2016","2016",4,,
"CHN","China (People's Republic of)","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",1,,
"DNK","Denmark","PAN","Panama","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",0,,
"USA","United States","SWE","Sweden","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",2770589877,,
"IDN","Indonesia","PHL","Philippines","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",3051.954,,
"IND","India","MEX","Mexico","PANELAI","Sub-Groups with positive profits","ACT_IGF","Internal Group Finance","2016","2016",0,,
"ITA","Italy","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",3234,,
"IDN","Indonesia","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","ACT_ADMIN","Administrative, Management or Support Services","2016","2016",9,,
"ITA","Italy","ARG","Argentina","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",18,,
"CAN","Canada","FRA","France","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",20,,
"LUX","Luxembourg","THA","Thailand","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",2,,
"IDN","Indonesia","STA","Stateless","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",36,,
"DNK","Denmark","DEU","Germany","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",55,,
"USA","United States","PER","Peru","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",480279383,,
"IND","India","FJI","Fiji","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",2871120.191,,
"IND","India","DNK","Denmark","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",0,,
"MEX","Mexico","AUT","Austria","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",3,,
"BMU","Bermuda","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",30021391.04,,
"IND","India","GHA","Ghana","PANELAI","Sub-Groups with positive profits","ACT_SER","Provision of Services to Unrelated Parties","2016","2016",0,,
"MEX","Mexico","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",1,,
